Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
C1,10uF,C_1210_3225Metric,31.5,-41.2,top,90.0
C10,100nF,C_0402_1005Metric,52.6,-49.0,top,180.0
C11,10uF,C_0805_2012Metric,59.0,-41.0,top,0.0
C2,100nF,C_0402_1005Metric,32.0,-44.2,top,180.0
C3,10nF,C_0402_1005Metric,34.6,-49.2,top,0.0
C4,10nF,C_0402_1005Metric,35.3,-40.5,top,90.0
C5,10uF,C_0805_2012Metric,31.65,-49.5,top,180.0
C6,100nF,C_0402_1005Metric,32.0,-47.0,top,180.0
C7,100uF,C_1210_3225Metric,69.0,-34.0,top,0.0
C8,1uF,C_0603_1608Metric,67.5,-43.0,top,90.0
C9,10uF,C_0805_2012Metric,49.0,-46.5,top,90.0
D1,C2972759,JKSEMI_1N4007_M7_SMA,39.5,-34.5,top,0.0
D2,C83846,Littelfuse_SMBJ15A_SMB,27.3,-38.0,top,270.0
F1,C194142,Fuse_1206_3216Metric,33.5,-33.5,top,0.0
R1,324kΩ,R_0402_1005Metric,36.2,-50.0,top,90.0
R10,10kΩ,R_0402_1005Metric,64.0,-51.0,top,90.0
R11,10kΩ,R_0402_1005Metric,64.0,-54.0,top,90.0
R12,100Ω,R_0805_2012Metric,57.0,-36.0,top,0.0
R13,100Ω,R_0805_2012Metric,62.0,-36.0,top,0.0
R14,4.7kΩ,R_1206_3216Metric,28.0,-46.0,top,90.0
R2,100kΩ,R_0402_1005Metric,38.0,-50.0,top,90.0
R3,3.9kΩ,R_0805_2012Metric,64.0,-39.0,top,0.0
R4,2.2kΩ,R_0402_1005Metric,69.0,-39.5,top,90.0
R5,100kΩ,R_0402_1005Metric,64.5,-43.0,top,90.0
R6,22kΩ,R_0402_1005Metric,46.0,-45.0,top,90.0
R7,22kΩ,R_0402_1005Metric,46.0,-48.0,top,90.0
R8,22kΩ,R_0402_1005Metric,51.0,-51.0,top,90.0
R9,18kΩ,R_0402_1005Metric,51.0,-54.0,top,90.0
U1,C2878631,TI_OPA1679_SOIC-14_D,57.5,-49.0,top,270.0
U2,C16430,TI_TPS7A4901_DGN0008D,35.0,-45.0,top,0.0
U3,C1972959,TI_TPD2E2U06_DRL,52.4,-31.15,top,0.0
